"source_id","title","scope","source_type","official_page_url","collection_url","source_format","publisher","language","license_id","license_url","license_review_status","collection_method","collection_decision","official_verified","priority","product_models","use_cases","tasks","categories","notes"
"rpi-doc-boot-nvme","NVMe SSD boot","corpus","documentation","https://www.raspberrypi.com/documentation/computers/raspberry-pi.html","https://raw.githubusercontent.com/raspberrypi/documentation/master/documentation/asciidoc/computers/raspberry-pi/boot-nvme.adoc","asciidoc","Raspberry Pi Ltd","en","CC-BY-SA-4.0","https://www.raspberrypi.com/licensing/","approved","git_raw","include","true","1","Raspberry Pi 5","desktop_computing;home_server","system_configuration;server_operation","storage;nvme","Raspberry Pi 5의 NVMe SSD, M.2 HAT+와 boot order 구성 근거다. Compute Module 관련 내용은 일반 보드 추천 근거로 사용하지 않는다."
"rpi-doc-external-storage","External storage","corpus","documentation","https://www.raspberrypi.com/documentation/computers/configuration.html","https://raw.githubusercontent.com/raspberrypi/documentation/master/documentation/asciidoc/computers/configuration/external-storage.adoc","asciidoc","Raspberry Pi Ltd","en","CC-BY-SA-4.0","https://www.raspberrypi.com/licensing/","approved","git_raw","include","true","1","","home_server","system_configuration;server_operation","storage;usb","USB SSD·외장 저장장치 연결과 Raspberry Pi OS 마운트 절차의 공식 근거다."
"rpi-doc-keyboard-computers","Raspberry Pi keyboard computers","corpus","documentation","https://www.raspberrypi.com/documentation/computers/keyboard-computers.html","https://raw.githubusercontent.com/raspberrypi/documentation/master/documentation/asciidoc/computers/keyboard-computers/intro.adoc","asciidoc","Raspberry Pi Ltd","en","CC-BY-SA-4.0","https://www.raspberrypi.com/licensing/","approved","git_raw","include","true","1","Raspberry Pi 500;Raspberry Pi 400","education_coding;desktop_computing","desktop_programming;os_installation","keyboard;product_comparison","Raspberry Pi 400과 Raspberry Pi 500의 키보드형 컴퓨터 특성·구성품·성능 비교 근거다."
"rpi-doc-raspberry-pi-connect","Remote access with Raspberry Pi Connect","corpus","documentation","https://www.raspberrypi.com/documentation/computers/remote-access.html","https://raw.githubusercontent.com/raspberrypi/documentation/master/documentation/asciidoc/computers/remote-access/raspberry-pi-connect.adoc","asciidoc","Raspberry Pi Ltd","en","CC-BY-SA-4.0","https://www.raspberrypi.com/licensing/","approved","git_raw","include","true","1","","home_server;camera_monitoring;smart_farm_monitoring;headless_remote_management","remote_access","remote_access;connect","Raspberry Pi Connect의 브라우저 원격 화면 공유·터미널 접속 범위를 설명하는 공식 근거다."
"rpi-doc-interfaces","Remote access interfaces","corpus","documentation","https://www.raspberrypi.com/documentation/computers/configuration.html","https://raw.githubusercontent.com/raspberrypi/documentation/master/documentation/asciidoc/computers/configuration/interfaces.adoc","asciidoc","Raspberry Pi Ltd","en","CC-BY-SA-4.0","https://www.raspberrypi.com/licensing/","approved","git_raw","include","true","1","","home_server;camera_monitoring;smart_farm_monitoring;headless_remote_management","remote_access;system_configuration","remote_access;interfaces","Raspberry Pi OS에서 SSH와 Raspberry Pi Connect를 Control Centre, raspi-config, CLI로 활성화하는 절차의 공식 근거다."
"rpi-doc-home","Raspberry Pi Documentation home","discovery","documentation","https://www.raspberrypi.com/documentation/","","html","Raspberry Pi Ltd","en","CC-BY-SA-4.0","https://www.raspberrypi.com/licensing/","approved","reference_only","reference_only","true","1","","","","documentation_index","수집 대상 탐색용이다. 자동 스크래핑하지 않고 GitHub 원문 경로를 찾는 데만 사용한다."
"rpi-product-pi-5","Raspberry Pi 5 product page","reference","product_page","https://www.raspberrypi.com/products/raspberry-pi-5/","","html","Raspberry Pi Ltd","en","UNDETERMINED","https://www.raspberrypi.com/terms-and-conditions/","blocked","reference_only","reference_only","true","2","Raspberry Pi 5","desktop_computing;home_server;camera_monitoring;smart_farm_monitoring;headless_remote_management;gpio_iot","","product_reference","제품 페이지 콘텐츠·이미지는 온라인 documentation과 같은 CC 라이선스로 가정하지 않는다. URL 참고만 허용한다."
"rpi-product-pi-4-model-b","Raspberry Pi 4 Model B product page","reference","product_page","https://www.raspberrypi.com/products/raspberry-pi-4-model-b/","","html","Raspberry Pi Ltd","en","UNDETERMINED","https://www.raspberrypi.com/terms-and-conditions/","blocked","reference_only","reference_only","true","2","Raspberry Pi 4 Model B","desktop_computing;home_server;camera_monitoring;smart_farm_monitoring;headless_remote_management;gpio_iot","","product_reference","제품 페이지 콘텐츠·이미지는 URL 참고만 허용한다."
"rpi-product-pi-500","Raspberry Pi 500 product page","reference","product_page","https://www.raspberrypi.com/products/raspberry-pi-500/","","html","Raspberry Pi Ltd","en","UNDETERMINED","https://www.raspberrypi.com/terms-and-conditions/","blocked","reference_only","reference_only","true","2","Raspberry Pi 500","education_coding;desktop_computing","","product_reference","제품 페이지 콘텐츠·이미지는 URL 참고만 허용한다."
"rpi-product-pi-400","Raspberry Pi 400 product page","reference","product_page","https://www.raspberrypi.com/products/raspberry-pi-400/","","html","Raspberry Pi Ltd","en","UNDETERMINED","https://www.raspberrypi.com/terms-and-conditions/","blocked","reference_only","reference_only","true","2","Raspberry Pi 400","education_coding;desktop_computing","","product_reference","제품 페이지 콘텐츠·이미지는 URL 참고만 허용한다."
"rpi-product-zero-2-w","Raspberry Pi Zero 2 W product page","reference","product_page","https://www.raspberrypi.com/products/raspberry-pi-zero-2-w/","","html","Raspberry Pi Ltd","en","UNDETERMINED","https://www.raspberrypi.com/terms-and-conditions/","blocked","reference_only","reference_only","true","2","Raspberry Pi Zero 2 W","camera_monitoring;smart_farm_monitoring;headless_remote_management;gpio_iot","","product_reference","제품 페이지 콘텐츠·이미지는 URL 참고만 허용한다."
"rpi-governance-licensing","Raspberry Pi licensing","governance","documentation","https://www.raspberrypi.com/licensing/","","html","Raspberry Pi Ltd","en","N/A","https://www.raspberrypi.com/licensing/","approved","reference_only","reference_only","true","0","","","","licensing","corpus가 아니라 라이선스 판단 근거로만 사용한다."
"rpi-governance-site-terms","Raspberry Pi terms and conditions","governance","documentation","https://www.raspberrypi.com/terms-and-conditions/","","html","Raspberry Pi Ltd","en","N/A","https://www.raspberrypi.com/terms-and-conditions/","approved","reference_only","reference_only","true","0","","","","terms_of_use","2026-06-02 개정 약관의 자동 스크래핑·TDM 금지 조항을 수집 정책에 반영한다."
